Date,Open,High,Low,Close,Adjusted_close,Volume
2021-11-11|07:00:00,1581.82,1583.59,1576.03,1581.85,1581.85,30523.00
2021-11-11|08:00:00,1582.75,1584.68,1575.50,1577.08,1577.08,54118.00
2021-11-11|09:00:00,1577.08,1577.08,1577.08,1577.08,1577.08,13886.00
2021-11-11|11:00:00,1587.86,1587.86,1587.86,1587.86,1587.86,200.00
2021-11-12|12:00:00,1583.00,1583.00,1583.00,1583.00,1583.00,100.00
2021-11-12|01:00:00,1585.00,1585.00,1585.00,1585.00,1585.00,145.00
2021-11-12|02:00:00,1590.00,1602.75,1563.22,1566.55,1566.55,73387.00
2021-11-12|03:00:00,1566.22,1593.91,1566.22,1593.91,1593.91,32106.00
2021-11-12|04:00:00,1592.12,1607.50,1592.12,1600.51,1600.51,26852.00
2021-11-12|05:00:00,1599.13,1604.50,1595.28,1595.65,1595.65,21305.00
2021-11-12|06:00:00,1595.56,1595.97,1589.50,1591.32,1591.32,11049.00
2021-11-12|07:00:00,1591.89,1591.89,1585.04,1588.35,1588.35,17516.00
2021-11-12|08:00:00,1588.63,1599.90,1588.63,1597.18,1597.18,46720.00
2021-11-12|09:00:00,1597.15,1597.15,1597.15,1597.15,1597.15,75915.00
2021-11-15|01:00:00,1570.00,1613.00,1570.00,1613.00,1613.00,2034.00
2021-11-15|02:00:00,1610.17,1620.05,1601.92,1615.60,1615.60,30945.00
2021-11-15|03:00:00,1620.04,1627.93,1614.06,1627.15,1627.15,54515.00
